;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
="1";"0";"2";"0";"24.01.18";"11";"OUTR";"1000";"0";"";"USD";"1072962,5";"0";"";"1072962,5";"0";"";"АО АКБ "ГАЗБАНК"";"2316";"КО";"Нет";"Atonline Limited";"196";"КИПР";"юрлицо";"Да";"Gaz Capital, Societe Anonyme";"ЛЮКСЕМБУРГ";"Нерезидент";"XS0885736925";"BON7";"06.02.13";"06.02.28";"USD";"";"";"";"";"";"0";"";"U";"0";"0";"2018 год Январь";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Январь";"Не оценивать";"1072,9625";"";"из России";"-1,0729625";"";"";"";"";"044525505";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Да";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"99999";"Присвоение кода вида валютной операции на основании Инструкции Банка России № 138-И не предусмотрено";"0";"0"
="1.2";"0";"1";"0";"18.04.18";"99";"INR";"268";"0";"";"USD";"9938,5";"9938,5";"";"9938,5";"9938,5";"";"ФЛ";"-";"физлицо";"Нет";"VTB CAPITAL SA";"442";"ЛЮКСЕМБУРГ";"юрлицо";"Нет";"VTB CAPITAL SA";"ЛЮКСЕМБУРГ";"Нерезидент";"XS0842078536";"BON7";"17.10.12";"17.10.22";"USD";"";"";"";"";"";"0";"";"N";"0";"0";"2018 год Апрель";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Апрель";"Не оценивать";"37,083955223880597014925373134328358209";"";"в Россию";",0099385";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Портфельные";"0";"Да";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"99999";"Присвоение кода вида валютной операции на основании Инструкции Банка России № 138-И не предусмотрено";"0";"0"
="1.2";"0";"2";"0";"21.03.18";"99";"INR";"1700";"0";"";"EUR";"74188";"";"";"91585,06";"";"";"АО АКБ "ГАЗБАНК"";"2316";"КО";"Нет";"Gaz Capital, Societe Anonyme";"442";"ЛЮКСЕМБУРГ";"юрлицо";"Да";"Gaz Capital, Societe Anonyme";"ЛЮКСЕМБУРГ";"Нерезидент";"XS0906949523";"BON7";"21.03.13";"21.03.25";"EUR";"";"";"";"";"";"0";"";"Y";"0";"0";"2018 год Март";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Март";"Не оценивать";"53,8735647058823529411764705882352941177";"";"в Россию";",09158506";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Да";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"99999";"Присвоение кода вида валютной операции на основании Инструкции Банка России № 138-И не предусмотрено";"0";"0"
="2";"0";"1";"0";"06.02.18";"99";"INR";"3050";"0";"";"USD";"75487,5";"";"";"75487,5";"";"";"АО АКБ "ГАЗБАНК"";"2316";"КО";"Нет";"Gaz Capital, Societe Anonyme";"442";"ЛЮКСЕМБУРГ";"юрлицо";"Да";"Gaz Capital, Societe Anonyme";"ЛЮКСЕМБУРГ";"Нерезидент";"XS0885736925";"BON7";"06.02.13";"06.02.28";"USD";"";"";"";"";"";"0";"";"Y";"0";"0";"2018 год Февраль";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Февраль";"Не оценивать";"24,75";"";"в Россию";",0754875";"";"";"";"";"044525505";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Да";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"99999";"Присвоение кода вида валютной операции на основании Инструкции Банка России № 138-И не предусмотрено";"0";"0"
="2";"0";"2";"0";"07.02.18";"99";"INR";"1000";"0";"";"USD";"24750";"";"";"24750";"";"";"АО АКБ "ГАЗБАНК"";"2316";"КО";"Нет";"Gaz Capital, Societe Anonyme";"442";"ЛЮКСЕМБУРГ";"юрлицо";"Да";"Gaz Capital, Societe Anonyme";"ЛЮКСЕМБУРГ";"Нерезидент";"XS0885736925";"BON7";"06.02.13";"06.02.28";"USD";"";"";"";"";"";"0";"";"Y";"0";"0";"2018 год Февраль";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Февраль";"Не оценивать";"24,75";"";"в Россию";",02475";"";"";"";"";"044525505";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Да";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"99999";"Присвоение кода вида валютной операции на основании Инструкции Банка России № 138-И не предусмотрено";"0";"0"
="2";"0";"1";"0";"19.01.18";"99";"INR";"4000";"0";"";"USD";"99000";"";"";"99000";"";"";"АО АКБ "ГАЗБАНК"";"2316";"КО";"Нет";"Gaz Capital, Societe Anonyme";"442";"ЛЮКСЕМБУРГ";"юрлицо";"Да";"Gaz Capital, Societe Anonyme";"ЛЮКСЕМБУРГ";"Нерезидент";"XS0805570354";"BON7";"19.07.12";"19.07.22";"USD";"";"";"";"";"";"0";"";"Y";"0";"0";"2018 год Январь";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Январь";"Не оценивать";"24,75";"";"в Россию";",099";"";"";"";"";"044525505";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Да";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"99999";"Присвоение кода вида валютной операции на основании Инструкции Банка России № 138-И не предусмотрено";"0";"0"
="1";"0";"1";"0";"16.02.18";"11";"OUTR";"650";"0";"";"USD";"678128,75";"0";"";"678128,75";"0";"";"АО АКБ "ГАЗБАНК"";"2316";"КО";"Нет";"SIA Baltic Credit Trading Group";"428";"ЛАТВИЯ";"юрлицо";"Нет";"Gaz Capital, Societe Anonyme";"ЛЮКСЕМБУРГ";"Нерезидент";"XS0885736925";"BON7";"06.02.13";"06.02.28";"USD";"";"";"";"";"";"0";"";"U";"0";"0";"2018 год Февраль";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Февраль";"Не оценивать";"1043,275";"";"из России";"-,67812875";"";"";"";"";"044525505";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Да";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"99999";"Присвоение кода вида валютной операции на основании Инструкции Банка России № 138-И не предусмотрено";"0";"0"
="1";"0";"1";"0";"19.01.18";"11";"OUTR";"2000";"0";"";"USD";"2150825";"0";"";"2150825";"0";"";"АО АКБ "ГАЗБАНК"";"2316";"КО";"Нет";"SIA Baltic Credit Trading Group";"428";"ЛАТВИЯ";"юрлицо";"Нет";"Gaz Capital, Societe Anonyme";"ЛЮКСЕМБУРГ";"Нерезидент";"XS0885736925";"BON7";"22.03.17";"22.03.27";"USD";"";"";"";"";"";"0";"";"U";"0";"0";"2018 год Январь";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Январь";"Не оценивать";"1075,4125";"";"из России";"-2,150825";"";"";"";"";"044525505";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Да";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"99999";"Присвоение кода вида валютной операции на основании Инструкции Банка России № 138-И не предусмотрено";"0";"0"
="1.2";"0";"1";"0";"06.03.18";"99";"INR";"1500";"0";"";"USD";"31500";"";"";"31500";"";"";"АО АКБ "ГАЗБАНК"";"2316";"КО";"Нет";"Rosneft International Finance Limited";"372";"ИРЛАНДИЯ";"юрлицо";"Нет";"Rosneft International Finance Limited";"ИРЛАНДИЯ";"Нерезидент";"XS0861981180";"BON7";"06.12.12";"06.03.22";"USD";"";"";"";"";"";"0";"";"Y";"0";"0";"2018 год Март";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Март";"Не оценивать";"21";"";"в Россию";",0315";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Да";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"99999";"Присвоение кода вида валютной операции на основании Инструкции Банка России № 138-И не предусмотрено";"0";"0"
="1.2";"0";"3";"0";"30.03.18";"99";"INR";"1";"0";"";"RUB";"5304,95";"5304,95";"";"91,84";"91,84";"";"Общество с ограниченной ответственностью "ТАНДЕМ"";"6314022736";"юрлицо";"Нет";"Yukos Claims Administration";"840";"СОЕДИНЕННЫЕ ШТАТЫ";"юрлицо";"Нет";"Открытое акционерное общество "Нефтяная компания "ЮКОС"";"8604010486";"Резидент";"1-02-00198-А";"SHS3";"22.07.95";"";"";"";"";"";"";"";"0";"";"N";"0";"0";"2018 год Март";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Март";"Не оценивать";"91,84";"";"в Россию";",00009184";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Нет";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"50200";"Расчеты нерезидента в пользу резидента по операциям с долями, вкладами, паями в имуществе (уставном или складочном капитале, паевом фонде кооператива) юридического лица, а также по договору простого товарищества";"0";"0"
="1.2";"0";"4";"0";"30.03.18";"99";"INR";"1";"0";"";"RUB";"69232,7";"69232,7";"";"1198,57";"1198,57";"";"Общество с ограниченной ответственностью "ТАВ-Трейдинг"";"6314018507";"юрлицо";"Нет";"Yukos Claims Administration";"840";"СОЕДИНЕННЫЕ ШТАТЫ";"юрлицо";"Нет";"Открытое акционерное общество "Нефтяная компания "ЮКОС"";"8604010486";"Резидент";"1-02-00198-А";"SHS3";"22.07.95";"";"";"";"";"";"";"";"0";"";"N";"0";"0";"2018 год Март";"2316";"АО АКБ "ГАЗБАНК"";"0";"0";"0";"0";"0";"0";"2018";"Март";"Не оценивать";"1198,57";"";"в Россию";",00119857";"";"";"";"";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Неразобранные";"0";"Нет";"0";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"50200";"Расчеты нерезидента в пользу резидента по операциям с долями, вкладами, паями в имуществе (уставном или складочном капитале, паевом фонде кооператива) юридического лица, а также по договору простого товарищества";"0";"0"
